statCd,statCdCntnKor1,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
KW,쿠웨이트,0.0979349474679619,0.1146801102835072,0.22046262580363887,0.4569581156011863,1.0,1.605122411008701,2.1527328326773225,3.4557300141845713,3.1735184491535313,3.6166297212823837
KZ,카자흐스탄,0.38498903220768527,0.3471962915374076,0.577393924765914,0.7406276842695593,1.0,0.8952283004536193,0.9014753277914629,1.3439254758034174,1.7871644884891422,3.3350278986561794
LA,라오스,0.27094003320978916,0.27157760511178525,0.3567319885937686,1.6031149941497522,1.0,2.77057220326633,3.736928024437921,4.485157185995838,5.767720645418941,7.11626929355632
LB,레바논,,0.02995686838321788,1.14544503986407,2.416337733629591,1.0,0.8641746176970331,1.7902496405698602,0.2667363743301529,0.0269768657691805,1.3019735982224545
MH,마샬군도,0.4736098888729714,0.3906432269815607,0.5131080776865932,0.6648179604199497,1.0,1.0269938399197758,1.1221374045801527,1.268669545463848,1.0232282094836584,0.9651269877003049
MM,미얀마,0.4361728990198104,0.48659358149062715,0.6338318997226786,0.6970058688948573,1.0,1.74129859000047,1.4186547561659468,0.803780622043827,0.8900727244505221,0.293409763418716
MN,몽골,0.45183759733564804,0.45450970369450155,0.5560766483857772,0.8075782740424293,1.0,0.9405695693216553,1.2642687077117607,1.7516325802324266,1.4989646280217472,1.8673038470577157
MP,북마리아나 군도,1.5793343112601286,0.9292574741547919,1.0616705085219336,1.1683343811120426,1.0,0.8763097233864208,0.8963135652416876,1.041107851355127,1.1148627409891032,1.2137206621961443
MU,모리셔스,0.01664945008203196,0.0004253509145044662,0.11370541410949749,0.04745700917542687,1.0,0.7286109254420611,0.8729264142917907,1.5823205930607036,2.1600686637904842,2.608737923072249
MX,멕시코,0.5981424863143536,0.535648807254754,0.7843346999530629,0.9812329658759981,1.0,1.3514339134335867,1.820926137704442,2.6852716253957882,2.344862728623552,5.697173145792652
MY,말레이시아,0.36030343825317185,0.7788379553136985,1.1107200512346334,1.2173528425368723,1.0,1.2031858695487412,1.7114264695851207,1.7001381288748085,2.3690269682890968,2.6345498874505466
NG,나이지리아,0.7561679448849603,0.0621344079032887,0.4535031847133758,0.07921487066164046,1.0,0.20785129338359548,0.4897959183673469,0.3152216300532952,0.3746262836344729,1.4127908488236058
NL,네덜란드,0.552061563248125,0.5684321000260958,0.6660080329487048,0.815295505860195,1.0,1.7087653312456743,2.7605551584465093,4.247642306863179,7.696354538956397,11.488137218194401
NO,노르웨이,6.483014743426091,7.127696579014552,1.070908858820526,0.9608836482001532,1.0,1.4805734618330355,1.5566042251723258,1.010937898902221,1.899516530508042,1.350874393668624
NP,네팔,0.24230207920435298,0.5500117112896833,0.6246171309142012,0.6292295773125293,1.0,1.4772260459082556,1.3018675002702604,1.842275954019675,1.928038629238586,2.2703235919426326
NZ,뉴질랜드,0.6017195688863886,0.7180173511384834,0.8731834601604832,0.8883360968821248,1.0,1.1026196962070294,1.1723610576496017,1.3415376188079235,1.588673644627365,1.6214024516625707
OM,오만,0.13469624474409164,0.7541684790488619,1.5453095548789328,0.6566381518534629,1.0,1.9200376975496594,3.9708085641099995,2.792325165530907,2.590788265429414,3.4875066454013823
PE,페루,1.1934770647810404,0.6204226356652335,0.7352311861919997,0.6540358241803028,1.0,1.2861960752348542,2.6868339005155586,1.2865323090090273,2.3739836570007946,3.4696370713019378
PH,필리핀,0.4769813394381766,0.578708418224105,0.9180339167890482,0.8118589967516269,1.0,1.6754898964985365,1.955744120689213,2.212920287241908,2.4310070615478385,3.3140576295132664
PL,폴란드,0.4291536063937821,0.6416246466582554,0.7125435769834396,0.9810920952560985,1.0,1.1320871671553736,1.2305964276764951,1.428604085795552,1.9317627301941787,2.6876920574490812
QA,카타르,0.5225328206726939,0.5147909522324985,0.6903512418164813,1.4088382001454849,1.0,1.9090979943884443,1.8607156465412726,2.9207107970487374,2.0987564515570334,1.217205306730403
RU,러시아 연방,0.9343912882492001,0.8871718954079937,0.7321216650413738,0.9488290431477968,1.0,1.1647002656980916,1.516409807094234,1.9648048360036512,2.109964966913196,3.9064122891131596
SA,사우디아라비아,0.569473757914637,0.4939021035679633,0.7256421733868145,0.6509870164944535,1.0,1.487054004581237,1.5990267372190492,2.8382388244826102,2.951478149100257,3.3874746181468995
SE,스웨덴,0.6235474802721915,0.6016445387066052,0.7598113131575422,0.7544326452396467,1.0,1.4220604682082967,1.240294690686535,1.3012756617639205,1.8542266362186375,1.616126800319162
SG,싱가포르,0.6864217455509107,1.1170610135312986,1.1256770110686292,1.1345835545423315,1.0,1.398747808357908,1.3396342578754121,1.171720455772328,1.2293879686098854,1.3390297438734402
SR,수리남,0.21193135385453554,0.17082538817760828,0.16110051757014437,0.9354126940888041,1.0,0.9605284663579406,0.7724325796785617,1.460664669027513,1.979596840098066,2.3915281939526016
TH,태국,0.13252092510480684,0.3339487159649725,1.0081754662514688,1.0048982394383223,1.0,1.4043713764874837,1.500878781871195,1.5150491516326658,1.7278037222751428,1.9321667819098782
TW,대만,0.6483306648545496,0.8075054382798215,0.9718131831181305,0.9680059260521401,1.0,1.2061424597040697,1.675939232138871,1.5776646397184688,1.521712953746908,1.738117331337858
US,미국,0.5225676284329012,0.6639361641118651,0.788656271725763,0.933396226604927,1.0,1.4638856572151249,1.4736777572791473,1.292283143138759,1.823115725520169,2.810448756795877
UZ,우즈베키스탄,0.371128398606613,0.44381378473729316,0.6336794542196699,0.682503644842131,1.0,1.7012453674334747,2.069903063893248,4.145226091505013,5.392641314146439,9.72525124369804
VN,베트남,0.16441868468227244,0.3704214642107051,0.8273182242556277,0.7177002409641955,1.0,0.9264095241270229,0.8846601533485486,0.8317647994719637,0.8410772251352767,0.9815379551680655
WS,사모아,0.5503693668362261,0.5826825745763146,0.6310709082078679,0.7464533115206666,1.0,0.8250971345313259,1.0543378236752639,0.8359896219421794,1.2043403798471408,0.9618555251655121
ZA,남아프리카공화국,0.5446051510702699,0.32742464611313504,0.49920250847334746,0.7146792815326337,1.0,2.494653181809943,6.417668062276839,4.324569988943868,8.812544179218095,9.69547604806699
